id	question	question_concept	choices	answerKey
11b8384697455c44ada5fd8663c9b383_1	If you're using your reaching advantage on a high cliff what should you be careful not to do?	reaching advantage	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['better negotiating position', 'fall', 'victory', 'being ahead',
       'eat'], dtype=object)}"	B
b235d48be8af643e64d75b9e867961de	The entrance hall was adorned with sports and academic trophy cases and a big banner where?	entrance hall	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['college', 'school', 'large home', 'convention center', 'hat rack'],
      dtype=object)}"	B
18fdd8634fbc6c6c8d443ee55daf522b	Many people have a mailbox where near the road?	mailbox	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['downtown area', 'front yard', 'porch', 'basement',
       'hardware store'], dtype=object)}"	B
d748cb65a5ec560c9c04034483e16fa0	The man loved all sorts of puzzles, he would do crossword puzzle every morning to be what?	do crossword puzzle	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mentally challenged', 'challenging', ""you're bored"", 'pass time',
       'brain exercise'], dtype=object)}"	A
0032af9e03e127e7f05a3f3b7fcd9fa2	What drinking vessel can overflow if filled with too much water?	overflow	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['riverbed', 'sewer', 'drain', 'creek', 'glass'], dtype=object)}	E
48384216a01c06354490549458b6e0a3	Greed will cause a real estate agent to do what in order to sell a house?	greed	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['succeed', 'lie', 'cause business profits', 'buy food', 'get'],
      dtype=object)}"	B
6d5eca3716c5e9368dc766eb989bdd84	You'd want marine grade steel cable aboard your what?	steel cable	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winch', 'ship', 'ground', 'construction site',
       'suspension bridge'], dtype=object)}"	B
929e57734ca5c68a2ded97178d784024	What do people in love do after they get married?	love	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['last forever', 'reproduce', 'hurt', 'obstruct justice', 'get'],
      dtype=object)}"	B
2dc00590a9dcd116032a7658b54db399	Where are adults likely to be paid to to sit at a desk?	desk	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathroom', 'office building', 'library', 'garage sale',
       'schoolroom'], dtype=object)}"	B
d710e6a91895dfe574fe72ad08081bcd	Why do people socialize when they first get a new job?	socialize	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meet new people', 'make friends', 'small talk', 'get a raise',
       'talk to people'], dtype=object)}"	A
6a40e4f07703d4f1367d9df12542adc2	What room, that doesn't normally have a side chair, helps you work from home?	side chair	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bedroom', 'bathroom', 'building', 'table', 'office'], dtype=object)}	E
a65388797aa9b5ec6257878a20a16f4a	People often have to take medicine, they tend to keep it where?	medicine	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', ""doctor's office"", 'hospital', 'bathroom', 'jar'],
      dtype=object)}"	D
6268563e12357248153f691f7f6e14c6	What type of location would you find fish for sale?	fish	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['refrigerator', 'ocean', 'pay debts', 'stream', 'market'],
      dtype=object)}"	E
2280373eeeea9603f3f82f6ef98e9796	The weasel had stolen the chicken eggs from the farm, it made it's escape through the tall what?	weasel	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chicken coop', ""children's story"", 'corn fields', 'animated film',
       'chicken coop'], dtype=object)}"	C
6dd7a842610ae54587599de4328a3af7	Smoking certain drugs will not have a desired effect without a proper what?	smoking	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['inhale', 'lighter', 'go outside', 'coughing', 'unhealthy'],
      dtype=object)}"	A
e6f71d44c6188b7b5d2e1ffa200fabdf	The passing sentence was one of guilty, now the defendant was cuffed and had to what?	passing sentence	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['innocents', 'anger', 'judgement', 'death', 'go to jail'],
      dtype=object)}"	E
f14f3873dd51718f4a964e8ca5deecf3	What could using a driving car help someone to be?	driving car	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stop sign', 'car crash', 'pollution', 'on time', 'run out of gas'],
      dtype=object)}"	D
3dbe40bd5b2ce8fd211b06806c859807	What structure had to use a launching platform many times to escape the Earth's gravity?	launching platform	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['large open area', 'space', 'space station', 'aircraft carrier',
       'circus'], dtype=object)}"	C
a10681b0d38854a14e835a79c1f2e05f	Why would someone be driving a car?	driving car	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['transportation', 'to sleep', 'car crash', 'relaxation', 'stress'],
      dtype=object)}"	A
eaec0680b5fdc516976a2790466f754b	What would happen immediately after drinking alcohol?	drinking alcohol	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['blackouts', 'get arrested', 'get pregnant', 'bad breath',
       'sickness'], dtype=object)}"	D
b8eeb120b5a263925b0c50c16bbdf217	After a winning baseball game, what experience would a team member feel?	winning baseball game	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sensation', 'celebrating', 'happiness', 'recognition', 'pride'],
      dtype=object)}"	E
9b16954a9b9d5cdd7bee9f70ea29260e	A kid is studying new words at home in the kitchen, where could a dictionary be?	dictionary	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['library', 'table', 'bookstore', 'shelf', 'classroom'],
      dtype=object)}"	B
ff05de372ed0aca228a11311281b63d0	The person isn't a dog person, but you can find the person how?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own house', 'loyal friends', 'dog biscuits', 'good review',
       'with cat'], dtype=object)}"	E
4e8ffa458b04d7184a4b15de04f4195a	What might make a person smile?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['headache', 'understand themselves', 'pain', 'own house',
       'compliments'], dtype=object)}"	E
acb9ac79d16398f1283ba7f1b2977634	If you exercise intensely what can happen to your respiration?	exercise	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tiredness', 'shortness of breath', 'injury', 'fitness', 'thirst'],
      dtype=object)}"	B
5e5cf6b2f5e92c17953a5d1f89152203	Where is a bird likely to feel free?	bird	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forest', 'ocean', 'roof', 'nest', 'sky'], dtype=object)}	E
4e0a9bf3d6d33218c6d1b939dc52cc62	What might not returning to work cause?	returning to work	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sobering', 'stress', 'loss of job', 'earn money', 'anxiety'],
      dtype=object)}"	B
cbe744af729ab1b034170350c9b6645c	The person used a candle to navigate up the spiral staircase, where were they likely?	candle	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['burn brightly', 'fire hazard', 'emit light', 'being in church',
       'light house'], dtype=object)}"	E
d53bc4809fb670f2fa47be8ec612075b	The aggressive soldiers were getting drunk, what are they at they at risk of doing with the locals?	getting drunk	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nausea', 'erections', 'fights', 'relaxation', 'procreation'],
      dtype=object)}"	C
58c194ec20b6d5cbfcfee36c93870b8f	What meal do we often have corn on the cob with?	corn	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['breakfast', 'supermarket', 'shop', 'country', 'dinner'],
      dtype=object)}"	E
73351d9d158a0a0cc4a1c24e0a7b6755	What are the potential outcomes of playing ball?	playing ball	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['competition', 'injury', 'making a touchdown', 'losing',
       'having fun'], dtype=object)}"	D
ada0305a8c84efaed13547bb1d64dd8f	Joe worked for the company for years.  He had connections and what?	company	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own factory', 'ship goods', 'office', 'own resources',
       'mail order'], dtype=object)}"	D
69f3fdb74cbd20dfa1db7e87c85b8c90	What is the goal of working hard to achieve something?	working	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['concentration', 'complain', 'pay attention', 'focus',
       'accomplishment'], dtype=object)}"	E
cfa6ec0c21b8fe6daa10fd00a935a24b	John played a stringed instrument.  Billy was the singer.  James was the drummer.  Vince played the keyboard and piano.  What might they have been?	stringed instrument	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['string quartet', 'music store', 'bored', 'concert', 'rock band'],
      dtype=object)}"	E
bdbe96bc8b17592038dfb05eab4296e7	Who will be voted as the most likely to be successful?	most	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bitterest', 'representative', 'cleverest', 'bunny rabbit',
       'corrupt'], dtype=object)}"	C
dceea6f8fbd1b6931268c490f599952f	As he flipped through a yearbook he had fond memories of playing cornet in his what?	cornet	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['high school band', 'marching band', 'case', 'likes to day dream',
       'museum'], dtype=object)}"	A
84ae5260a4e9b6b0eabec7fbe89376ff	When people have guests over, what do they often do for their guests?	people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['talk to each other', 'learn from each other', 'demand justice',
       'cook food', 'share food'], dtype=object)}"	D
ba440d733752b92f7f3bf233b976c684	What does a person use to smell things?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hair', 'do dishes', 'nose', 'headache', 'eat food to live'],
      dtype=object)}"	C
6d43354352903ac7ba5bfee738e32773	Where are you likely to find a comforter in many beds?	comforter	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['livingroom', 'outside', 'world', 'babies mouth', 'cedar chest'],
      dtype=object)}"	C
bec705ac2fba46898931c0f8bc79c1bf	What public celebration sometimes has a horse show?	horse	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['state fair', 'indy 500', 'american southwest', 'canada',
       'central park'], dtype=object)}"	A
f068b2ed8b56618829cbe32894431fad	Marmot's don't uisually live in buildings.They're most likely to be found where?	marmot	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tree', 'rocky hillside', 'park', 'outside', 'vancouver island'],
      dtype=object)}"	D
4972e4b3996bbd59ec92d15db40b5554	Where does someone with a signature rubber stamp work?	rubber stamp	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['made', 'office', 'craft store', 'indiana', 'art class'],
      dtype=object)}"	B
7895fee1e98c49635c4845ec0bb12f2d	The all star was still playing ball in the championship, he wasn't one hundred percent because of a what?	playing ball	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['having fun', 'pleasure', 'trauma', 'injury', 'throwing'],
      dtype=object)}"	D
cd3ae30e143181928eb0d3da2d25e0b4	Other than women's leggings what is commonly made of nylon?	nylon	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drawer', 'many products', 'stockings', 'rope', 'shoes'],
      dtype=object)}"	D
c7a9519ea5c54ca33d7d03d8ffad92dc	Where do people go to shop for fruit?	shop	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have money', 'get money', 'go to market', 'use money', 'car lot'],
      dtype=object)}"	C
7893a5e4b162c221eabefdeabdd7e9ad	John looked for shade but couldn't find any. Where might be be?	shade	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sunny place', 'summer', 'direct sunlight', 'bright sunshine',
       'full sunlight'], dtype=object)}"	A
90f2c0609fd932535f1c50658eef882a	Sam doesn't like moving his garbage can, so he just leaves it where it can be picked up.  Other people are annoyed by this because  it blocks part of what?	garbage can	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['alley', 'garage', 'street', 'prayer hall', 'kitchen'],
      dtype=object)}"	C
d95c96fa23805fad7850acbc23dc5faf	If union workers go off strike it means management did what?	go off strike	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['company closed', 'more money', 'complaints had been addressed',
       'demands were met', 'get back to work'], dtype=object)}"	D
52e7d57cbf4d1233d7fd33183e9e0d24	He needed to provide, so he was always working, what did he want to accomplish?	working	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frustration', 'prosperity', 'creation', 'opening a bank account',
       'earning money'], dtype=object)}"	E
f4cbde41c795a3f32f0e1ebb243c1b1e	Cats are laying by the refrigerator why do they do that?	cats	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lie down', 'like heat', 'eating fish', 'drink water',
       'come to dinner'], dtype=object)}"	B
6dfafbc398a64e5bb0c5883de8962371	Where will glue stay usable?	glue	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closed container', 'art room', 'sticky', 'desk drawer', 'cabinet'],
      dtype=object)}"	A
a7312907b6a6c487508ecbc8b70ff863	After answering questions from the press for hours, what did the police chief feel?	answering questions	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['irritation', 'sadness', 'polite', 'teaching', 'detective'],
      dtype=object)}"	A
2dcb891136daf8d53ca25e2c8c501887	Mal would cover the whole at night, but he always left a what for his cats?	cover	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['underneath', 'opening', 'closing pots and pans', 'medium',
       'leave open'], dtype=object)}"	B
abf01b7223f2092a77f02a582aa04a69	Where would a marmot feel most confined?	marmot	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wood pile', 'petting zoo', 'wilderness', 'northern hemisphere',
       'mountainous area'], dtype=object)}"	B
e9b28c3ae23a8e7ce816ba3c304bf12f	Sam reflected on his long life, which started in 1918.  How long has Sam lived?	life	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['graveyard', 'cause death', 'end', 'last 100 years',
       'spring forth'], dtype=object)}"	D
d2c439fd107b3441be516a433a07c982	What place could have thousands or millions of back garden?	back garden	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['suburban neighborhood', 'apartment', 'england', 'house', 'city'],
      dtype=object)}"	E
7f10a24411108b42fa53f76223cacb56	What could you use a net as?	net	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fishingboat', 'sewing', 'fishing gear', 'fishing boat',
       'soccer game'], dtype=object)}"	C
2156156d215e0fe1ded434bd40a7f3d8	What can prevent a person from being lonely when they are out for coffee?	being lonely	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['socialize', 'meet people', 'enjoy company of friends',
       'talk with friends', 'meet friend'], dtype=object)}"	E
9e7a8ff34bb08db85096615099ac9e87	John wanted to meet interesting people, but he always drove them away.  He felt that he needed to be more what?	meet interesting people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['understand themselves', 'socialize', 'take class', 'explore',
       'friendly'], dtype=object)}"	E
e4b527a85e6a9c7cc0b96a00213a5650	The child asked what a mammoth was, so his grandpa got a volume of the what out to show the child?	mammoth	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ancient times', 'excavations', 'south dakota', 'encyclopedia',
       'backyard'], dtype=object)}"	D
9a2f5f00f674cde42caf6ed376d10d0f	Sharks can be dangerous to encounter, they can be found in each of the whats?	shark	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['great oceans', 'tropical waters', 'sea world', 'great outdoors',
       'lake michigan'], dtype=object)}"	A
a8f8d5cec630fbc3a85624572ad6fa73	John spent hours polishing his tires, because he wanted to take his vehicle where?	tires	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['car show', 'home', 'truck', 'airport', 'repair shop'],
      dtype=object)}"	A
bb5c2bb145f1db174c26f23eaa21264d	If you have free time and the electricity is out what can you do to entertain yourselves?	free time	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['watch film', 'see favorite show', 'play chess', 'surf net',
       'play cards'], dtype=object)}"	E
65e2089ea0a4d1cafe5d6cda0f5e41b1	Where are there millions of blowfish?	blowfish	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['atlantic ocean', 'jungle', 'cuba', 'sea water', 'lake'],
      dtype=object)}"	A
2b1f9073940bc7658caf13bdbbe6944d	If there is a bird at my window, what is it likely sitting on?	bird	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cage', 'forest', 'a ledge', 'windowsill', 'countryside'],
      dtype=object)}"	D
09bb8dacae870500aa86304b9612d085	What could you make with your voice?	voice	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['silence', 'choir', 'song', 'radio', 'telephone'], dtype=object)}	C
fe612aa1bf02d7178115f02f07e8b57e	What type of people get books written about them?	books	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['entertaining', 'important', 'written on paper', 'engaging',
       'rich people'], dtype=object)}"	B
ff4c26d28100068974e3f0d89f81e886	He could never remember the last line of the what he was set to perform?	line	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['transportation system', 'stanza', 'park',
       'add information on spreadsheet', 'electromagnetic spectrum'],
      dtype=object)}"	B
230656d7002b50a3326dfb84eb191823	What would a christian student do if they are not good at learning?	christian	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fail', 'believe in jesus christ', 'give up', 'commit sin',
       'rebel'], dtype=object)}"	A
603a18c6f65e2edb78efdf9dd569ae2b	What must someone do first before changing society?	changing society	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['argue', 'change yourself', 'get angry', 'vote', 'riots'],
      dtype=object)}"	B
2c409e561e4ee458cffbd9589a13df4e	The gifted man had a passion for singing alto, but he also played an instrument in the what?	alto	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['computation', 'choir', 'marching band', 'rock band', 'symphony'],
      dtype=object)}"	E
e3ee802172feb2a2b9ba10e546dcbf23	What  is necessary to have when going fishing?	going fishing	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fishing rod', 'access to water', 'bate', 'three hands', 'tackle'],
      dtype=object)}"	A
c4df8055aa0e277f36ea6fd570b1e7b6	If people major in computer science, what is a logical career path for them?	people	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['talk to each other', 'write programs', 'choose life',
       'play outside', 'believe in god'], dtype=object)}"	B
b70861a9c42e4d0d3a28071be5bfc9de	Everybody learns about germs in school, but if you want an expert talk to a what?	germs	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spread disease', 'mouth', 'hospital', 'water', 'doctor'],
      dtype=object)}"	E
ba49209f7d8b7baf8b0a24978129fc07	Where can a person buy a snake?	snake	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tropical forest', 'walmart', 'north america', 'feild',
       'pet shops'], dtype=object)}"	E
0edde9fec539d5614c7794499d352349	If a person bought food from a grocery store, what will they do next?	person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['will succeed', 'throw away', 'catch cold', 'bring home',
       'own property'], dtype=object)}"	D
ae43d8e7b35aca06faacdbcef5cb5c30	I need to store my honey, where should it go?	honey	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stick to fingers', 'jar', ""farmer's market"", 'beehive', 'house'],
      dtype=object)}"	B
31761e9c32674cddf817d30e458cef58	The teacher told her students to listen, what did she want from them?	listen	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['able to hear', 'concentrate', 'pay attention', 'stop talking',
       'eyes on her'], dtype=object)}"	C
dbc2e80aa9d9721e4a5d994555480118	What does every person have that makes them feel?	every person	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mother and father', 'emotions', 'heart', 'name', 'mouth'],
      dtype=object)}"	C
612fd9e3571d1f349adfaabe3e558e65	Simon's instructions were not clear.  Claire found them to be what?	clear	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'invisible', 'confusing', 'obscured', 'misunderstood'],
      dtype=object)}"	C
a30d255aba2d1a7f71ae8491c9b792df	What gas vehicle uses a chain to move the back wheel?	chain	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gear shift', 'bicycle', 'car', 'tow truck', 'motorbike'],
      dtype=object)}"	E
4735d2d13600eb4662dd8e938ffaec6b	What is needed in order to be able to buy presents for others?	buy presents for others	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['generosity', 'spend money', 'earn money', 'have money',
       'generous'], dtype=object)}"	D
3c9f109b60d68485218ff74122d19e13	She was taken aback by his real personality, what were other past boyfriends like to her?	real	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['a figment of her imagination', 'fictitious', 'artificial',
       'fiction', 'imaginary'], dtype=object)}"	C
35ed4387cc29a6910349a902fac33b35	What is important for a couple to do?	couple	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['live together', 'row about', 'plan to marry', 'communicate',
       'marry each other'], dtype=object)}"	D
5bb495b40a999f1a742f1b43d4da16e0	The hot weather was unbearable and I needed relief, what did I go to do?	hot weather	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat ice cream', 'swim', 'cut hair', 'cool off', 'lemonade'],
      dtype=object)}"	B
b93693398cda93f68082994170397242	In what sort of container should you keep your ficus?	ficus	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['refigerator', 'screened porch', 'clay pot', 'shady places',
       'arboretum'], dtype=object)}"	C
23f6b5db238326a3deb60cb94bae40d4	Bobby was just having fun when he jumped off of the slide, but that didn't help.  When he landed, he had what?	having fun	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['glee', 'injuries', 'being happy', 'sandwiches', 'pleasure'],
      dtype=object)}"	B
8ee248d88662d43c8be285c8b6f37e8b	I was having a bath for 4 hours, what might I suffer from physiologically?	having bath	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have fun', 'cold', 'get wet', 'being clean', 'wrinkled skin'],
      dtype=object)}"	E
b567f7780bd62342a2f301137bd54bcb	While performing she fell off the stage causing what?	performing	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['action', 'fear', 'injury', 'pride', 'butterflies'], dtype=object)}	C
0fb321407b3bd72c682d9f32368061d8	Where would you expect to see a coach in Europe or South America?	coach	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['play football', 'sporting event', 'at a laundry mat.',
       'soccer game', 'hockey game'], dtype=object)}"	D
ec335cf1b5aeff09ffdb7220825a5475	If you are setting up folding chairs before a sermon where are you?	folding chair	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['room', 'school', 'auditorium', 'party', 'church'], dtype=object)}	E
6e91298db4fa5bcb428756fa5888b48c	He was told everybody is beautiful in their own way, however what he saw in the mirror he found what?	beautiful	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['charming', 'grotesque', 'cloudy', 'overcast', 'hideous'],
      dtype=object)}"	E
4b299b5e93c9569e4536e9b14ea4cffc	What would you use to find a company?	company	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['market place', 'internet', 'yellow pages', 'phone book',
       'armed forces'], dtype=object)}"	C
d799214ad99e9aefb9beb192130457dc	Beavers are native to the northwest of north american such as what canadian region?	beaver	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['british columbia', 'woodlands', 'wooded area', 'niagara falls',
       'body of water'], dtype=object)}"	A
ae58f3a66850a77b867182da3d6b2fb5	Sam had tickets to the concert hall, but really didn't like to go because it was too loud.  He traded them for tickets to what?	concert hall	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'university building', 'auditorium', 'commercial building',
       'theater'], dtype=object)}"	E
46a7898137ed6dfcd1f3013344045279	Susan was an ordinatry person, but her skills were not ordinary, they were what?	ordinary	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exceptional', 'strange', 'spectacular', 'unusual', 'special'],
      dtype=object)}"	A
f885349f0bc9b94a2aac7c84cf325faf	Where is a marmot likely to live?	marmot	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['outdoors', 'american forest', 'jungle', 'northern climates',
       'switzerland'], dtype=object)}"	D
7c9519dd7766dcb220238be184045d0f	The boy loved to surprise his mother by jumping out from hiding and giving her a good what?	surprise	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laugh', 'scare', 'send flowers', 'keep secret', 'laugh'],
      dtype=object)}"	B
ce2c417ef32eae5ca5f29d532fa6a4a3	Where would you find bleachers inside?	bleachers	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['soccer', 'sporting event', 'pharmacy', 'gymnasium',
       'seat with view'], dtype=object)}"	D
85ab4c934ee530b554ba41b66ee91db8	James and Sarah went to the soccer field to spend their time, because it was muddy where they usually go.  Where might they usually go?	soccer field	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['highway', 'playground', 'town', 'mexico', 'outside'], dtype=object)}	B
0bea25ef31c38309459e8df4dfc49096	If you want the comfort of the familiar, where might you go?	comfort	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['uneasy', 'distress', 'bed', 'home', ""friend's house""],
      dtype=object)}"	D
60acda2f34b1e4100f8bc306de744620	What cold tall area are you likely to find  a marmoset in?	marmoset	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mountains', 'rainforest', 'new hampshire', 'latin america',
       'trees'], dtype=object)}"	A
2392c62909a275ec4e7836846112fa6e	He knew of prairie dogs back home but wasn't sure if what he saw was a marmot, but the outback tour guide explained it was during his tour of where?	marmot	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['north america', 'australia', 'desert', 'wilderness',
       'switzerland'], dtype=object)}"	B
cef9f7e58b0c26470bea23bf2898a729	They were under several feet of dirt.  James always found it claustrophobic.  He hated using it.  What did he hate using?	dirt	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['race track', 'street', 'bed', 'subway', 'fishing pole'],
      dtype=object)}"	D
4a9e633bef6712db928c1c01506d3070	Where might someone have a drink and watch comedy?	drinks	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dinner', 'cinema', 'bar', 'refrigerator', 'show'], dtype=object)}	E
865e4030aecf89a383329fd19bb09e93	They were throwing a surprise party but failed, turned out to the guest of honor it was what?	surprise	"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['known already', 'foreshadowed', 'sneaky', 'already knew',
       'hiding'], dtype=object)}"	A
fe8b0838dfdf9d316558a68adbdeb7b8	What could happen to guns if they are wet?	guns	{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['misfire', 'explode', 'jam', 'break', 'take life'], dtype=object)}	A
